store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,promo_customers_interaction,state_holiday_a,state_holiday_b,state_holiday_c,year,month,day,sales
866,5,445,1,0,0,0,False,False,False,2015,4,24,4464
222,6,367,1,0,0,0,False,False,False,2013,9,28,3358
476,2,753,1,1,0,753,False,False,False,2013,9,24,6979
800,1,494,1,0,0,0,False,False,False,2014,5,26,4345
330,1,408,1,0,0,0,False,False,False,2014,3,24,3484
507,3,648,1,1,0,648,False,False,False,2015,1,7,7851
98,7,0,0,0,0,0,False,False,False,2013,6,2,81
1026,2,1044,1,0,0,0,False,False,False,2014,1,28,7010
990,5,719,1,0,0,0,False,False,False,2013,10,4,5565
8,6,345,1,0,0,0,False,False,False,2015,1,10,3522
611,3,566,1,1,1,566,False,False,False,2013,7,31,6428
257,2,777,1,1,0,777,False,False,False,2013,8,13,7303
840,4,1189,1,1,0,1189,False,False,False,2015,4,16,10183
848,5,998,1,1,1,998,False,False,False,2015,7,31,10083
124,6,297,1,0,0,0,False,False,False,2014,7,12,3084
1028,2,438,1,0,1,0,False,False,False,2013,12,31,4621
95,2,1099,1,1,0,1099,False,False,False,2013,9,24,9290
208,1,323,1,0,0,0,False,False,False,2013,10,28,2740
249,2,449,1,0,0,0,False,False,False,2014,7,8,4482
887,3,614,1,1,0,614,False,False,False,2013,3,20,6385
73,1,601,1,1,1,601,False,False,False,2014,4,28,6768
13,4,501,1,1,1,501,False,False,False,2015,4,2,6061
1049,2,580,1,0,1,0,False,False,False,2013,9,3,5858
144,4,769,1,1,0,769,False,False,False,2015,2,5,8027
847,3,1018,1,1,1,1018,False,False,False,2013,8,14,8759
796,3,717,1,0,0,0,False,False,False,2013,5,8,6167
396,4,1139,1,0,0,0,False,False,False,2015,6,11,9152
1080,7,0,0,0,0,0,False,False,False,2013,9,15,0
675,5,338,1,0,0,0,False,False,False,2014,9,26,3367
1099,1,1236,1,1,0,1236,False,False,False,2014,12,1,12006
791,1,858,1,0,0,0,False,False,False,2015,5,11,7021
1014,2,1476,1,0,0,0,False,False,False,2015,3,24,11271
487,2,737,1,1,0,737,False,False,False,2014,11,4,7439
427,3,701,1,0,1,0,False,False,False,2013,2,13,5283
254,5,282,1,1,0,282,False,False,False,2014,11,14,3371
43,5,710,1,0,0,0,False,False,False,2014,1,31,5952
1074,2,421,1,0,0,0,False,False,False,2015,6,9,3786
549,6,380,1,0,0,0,False,False,False,2013,6,29,4427
1095,2,720,1,1,0,720,False,False,False,2013,1,8,6009
295,1,612,1,0,1,0,False,False,False,2013,10,28,4934
319,1,863,1,0,1,0,False,False,False,2013,10,14,7275
1002,4,642,1,0,0,0,False,False,False,2014,4,10,6014
448,6,544,1,0,0,0,False,False,False,2014,12,6,5184
527,2,1046,1,0,1,0,False,False,False,2013,9,3,8558
255,5,652,1,1,0,652,False,False,False,2013,4,12,7517
581,5,651,1,1,0,651,False,False,False,2014,7,4,6274
185,6,550,1,0,0,0,False,False,False,2013,1,5,5205
244,6,538,1,0,0,0,False,False,False,2014,11,22,4918
1082,6,877,1,0,0,0,False,False,False,2013,1,5,7749
216,5,837,1,1,0,837,False,False,False,2015,3,20,9491
350,4,508,1,1,0,508,False,False,False,2015,3,5,5773
748,1,822,1,1,0,822,False,False,False,2014,3,31,9893
718,1,962,1,0,0,0,False,False,False,2014,12,8,8623
739,5,789,1,1,0,789,False,False,False,2014,2,21,8145
614,7,0,0,0,0,0,False,False,False,2014,12,21,196
673,2,615,1,1,0,615,False,False,False,2014,2,18,6775
83,1,367,1,0,0,0,False,False,False,2013,6,10,4041
976,3,598,1,0,0,0,False,False,False,2013,9,18,4164
637,6,518,1,0,0,0,False,False,False,2013,4,6,5001
122,2,714,1,1,0,714,False,False,False,2014,1,7,7244
898,1,1013,1,1,0,1013,False,False,False,2014,11,24,9525
1080,4,710,1,0,0,0,False,False,False,2014,6,26,5771
291,1,1290,1,1,0,1290,False,False,False,2015,3,30,12494
24,4,711,1,0,1,0,False,False,False,2013,1,3,6940
1096,7,0,0,0,0,0,False,False,False,2013,8,18,0
637,5,860,1,0,0,0,False,False,False,2014,5,30,6814
1002,2,850,1,1,0,850,False,False,False,2015,6,2,9847
666,1,497,1,0,0,0,False,False,False,2014,3,10,3883
1089,7,0,0,0,0,0,False,False,False,2013,11,24,0
334,6,515,1,0,0,0,False,False,False,2013,8,31,4533
300,6,951,1,0,1,0,False,False,False,2014,8,30,7635
207,1,1166,1,0,0,0,False,False,False,2014,9,22,7986
683,3,854,1,0,0,0,False,False,False,2015,5,27,6528
1094,2,394,1,1,0,394,False,False,False,2013,5,14,5024
700,4,576,1,0,0,0,False,False,False,2015,7,9,4753
959,2,744,1,0,0,0,False,False,False,2014,8,26,5508
766,7,0,0,0,0,0,False,False,False,2014,6,22,0
1011,6,977,1,0,0,0,False,False,False,2013,6,8,6579
570,5,676,1,0,0,0,False,False,False,2013,12,13,5311
685,2,689,1,1,0,689,False,False,False,2013,9,10,6897
158,3,681,1,1,1,681,False,False,False,2014,4,16,7961
66,5,522,1,0,1,0,False,False,False,2015,5,29,5382
76,2,1080,1,1,0,1080,False,False,False,2013,7,30,10591
572,3,458,1,0,0,0,False,False,False,2013,10,16,3894
184,6,510,1,0,0,0,False,False,False,2014,10,11,4886
1034,5,775,1,1,0,775,False,False,False,2013,12,6,7841
559,7,0,0,0,0,0,False,False,False,2013,8,11,0
862,2,1561,1,0,1,0,False,False,False,2014,12,23,13455
171,2,962,1,1,0,962,False,False,False,2014,11,11,9150
33,7,0,0,0,0,0,False,False,False,2014,12,7,15
936,4,963,1,1,0,963,False,False,False,2014,11,27,8615
948,2,1682,1,1,0,1682,False,False,False,2014,2,18,7634
371,6,551,1,0,0,0,False,False,False,2013,5,4,5607
242,1,378,1,1,0,378,False,False,False,2014,5,5,4421
133,5,622,1,0,0,0,False,False,False,2014,1,17,5105
1031,1,681,1,1,0,681,False,False,False,2014,12,15,9030
850,4,710,1,1,0,710,False,False,False,2013,2,7,6700
860,5,833,1,1,0,833,False,False,False,2015,6,5,7327
836,6,301,1,0,0,0,False,False,False,2013,7,6,3037
965,6,908,1,0,0,0,False,False,False,2013,11,30,8502
1096,1,763,1,1,0,763,False,False,False,2015,1,26,7002
504,3,836,1,1,1,836,False,False,False,2014,9,3,7198
230,1,1327,1,0,1,0,False,False,False,2013,12,30,11360
826,1,1170,1,1,0,1170,False,False,False,2013,12,2,12184
975,2,767,1,1,1,767,False,False,False,2013,7,30,6974
602,2,547,1,0,1,0,False,False,False,2014,10,28,4996
953,5,553,1,1,0,553,False,False,False,2014,9,19,5793
187,6,491,1,0,0,0,False,False,False,2013,11,2,5089
792,5,599,1,0,0,0,False,False,False,2013,10,18,4889
1035,4,744,1,1,0,744,False,False,False,2014,11,27,7202
523,3,1515,1,1,1,1515,False,False,False,2015,7,29,12889
723,4,461,1,0,1,0,False,False,False,2013,4,4,4686
1025,7,0,0,0,0,0,False,False,False,2013,5,26,0
18,7,0,0,0,0,0,False,False,False,2015,1,4,0
997,3,378,1,1,1,378,False,False,False,2014,9,3,4335
400,6,805,1,0,0,0,False,False,False,2013,10,5,6454
1047,2,491,1,0,0,0,False,False,False,2013,7,9,5055
819,1,472,1,0,0,0,False,False,False,2013,9,2,4194
668,1,1562,1,1,0,1562,False,False,False,2014,6,2,12601
585,4,666,1,0,0,0,False,False,False,2015,1,22,5112
99,1,404,1,0,0,0,False,False,False,2014,3,10,3932
965,6,847,1,0,0,0,False,False,False,2014,11,22,6916
590,4,376,1,1,0,376,False,False,False,2013,2,21,4276
709,2,1682,1,1,0,1682,False,False,False,2015,6,2,14337
58,7,0,0,0,0,0,False,False,False,2013,10,20,29
409,7,0,0,0,0,0,False,False,False,2014,2,9,52
850,6,826,1,0,0,0,False,False,False,2015,4,4,7184
1058,3,737,1,1,0,737,False,False,False,2013,3,6,7345
1067,7,0,0,0,0,0,False,False,False,2014,4,13,0
777,1,0,0,0,1,0,False,True,False,2014,4,21,0
155,3,632,1,1,0,632,False,False,False,2014,5,21,7532
598,1,871,1,1,0,871,False,False,False,2015,6,29,8710
493,2,902,1,1,0,902,False,False,False,2014,7,1,8470
628,7,0,0,0,1,0,False,False,False,2014,8,3,157
524,1,1193,1,0,1,0,False,False,False,2013,12,30,11163
966,4,585,1,0,1,0,False,False,False,2013,4,4,4652
1022,5,791,1,0,1,0,False,False,False,2013,12,27,7103
380,3,1720,1,1,0,1720,False,False,False,2014,3,5,16917
132,3,579,1,1,0,579,False,False,False,2015,1,14,6189
400,5,999,1,0,0,0,False,False,False,2015,6,26,7416
988,4,790,1,1,0,790,False,False,False,2013,8,29,7174
906,2,1476,1,1,0,1476,False,False,False,2013,3,19,11433
1028,2,689,1,1,0,689,False,False,False,2013,11,5,6836
1100,6,484,1,0,0,0,False,False,False,2013,3,23,3719
759,1,607,1,0,0,0,False,False,False,2013,1,14,5574
223,1,716,1,0,0,0,False,False,False,2014,10,27,5508
936,7,0,0,0,0,0,False,False,False,2015,3,15,0
780,6,341,1,0,0,0,False,False,False,2015,7,11,3423
259,5,2677,1,1,0,2677,False,False,False,2014,11,28,20919
131,6,582,1,0,0,0,False,False,False,2013,11,9,5581
251,3,2241,1,1,0,2241,False,False,False,2015,1,28,18238
1079,6,517,1,0,0,0,False,False,False,2015,1,17,4568
1003,3,1029,1,1,0,1029,False,False,False,2014,3,5,11659
980,4,450,1,0,0,0,False,False,False,2013,9,5,3872
654,2,766,1,1,0,766,False,False,False,2015,1,27,7482
966,4,517,1,0,1,0,False,False,False,2013,7,25,4029
1020,1,929,1,0,0,0,False,False,False,2014,9,22,6486
969,3,610,1,1,0,610,False,False,False,2014,3,19,4493
1038,2,490,1,0,1,0,False,False,False,2015,4,7,4627
516,3,453,1,0,1,0,False,False,False,2014,7,9,4344
733,1,3171,1,0,0,0,False,False,False,2013,1,14,13564
595,6,1881,1,0,0,0,False,False,False,2014,5,31,15712
260,3,962,1,1,1,962,False,False,False,2014,7,16,8822
768,6,1251,1,0,0,0,False,False,False,2013,2,2,11300
940,1,627,1,0,0,0,False,False,False,2013,1,14,5567
364,4,563,1,0,0,0,False,False,False,2013,6,27,4787
506,3,763,1,0,1,0,False,False,False,2015,7,22,5614
671,3,507,1,1,1,507,False,False,False,2013,5,29,6039
300,6,862,1,0,0,0,False,False,False,2015,1,24,7006
84,2,1563,1,1,0,1563,False,False,False,2014,6,17,15199
219,4,455,1,1,0,455,False,False,False,2015,5,7,3913
934,5,764,1,1,0,764,False,False,False,2013,3,22,7098
125,3,1906,1,1,1,1906,False,False,False,2015,4,1,15989
176,3,757,1,1,0,757,False,False,False,2013,12,4,8278
223,2,675,1,0,0,0,False,False,False,2013,11,26,5614
326,1,429,1,1,0,429,False,False,False,2014,7,14,5440
339,2,745,1,1,0,745,False,False,False,2013,8,27,7351
872,3,659,1,0,1,0,False,False,False,2015,4,8,6278
579,7,0,0,0,0,0,False,False,False,2014,11,23,0
974,5,1599,1,0,0,0,False,False,False,2014,2,28,10718
979,7,0,0,0,0,0,False,False,False,2015,4,12,0
880,3,806,1,1,0,806,False,False,False,2014,6,4,7922
910,7,0,0,0,0,0,False,False,False,2013,3,31,79
1084,6,614,1,0,0,0,False,False,False,2015,7,4,6061
92,5,453,1,0,0,0,False,False,False,2015,6,12,4037
14,6,402,1,0,0,0,False,False,False,2015,6,20,4053
587,1,960,1,0,1,0,False,False,False,2013,12,30,8945
230,4,856,1,1,0,856,False,False,False,2013,10,24,7785
689,6,589,1,0,0,0,False,False,False,2014,3,15,5619
599,1,1096,1,1,0,1096,False,False,False,2013,5,13,10310
596,7,0,0,0,0,0,False,False,False,2013,12,22,0
576,1,749,1,0,0,0,False,False,False,2013,3,11,8112
141,4,493,1,0,0,0,False,False,False,2014,6,26,4990
751,1,0,0,0,1,0,False,True,False,2014,4,21,0
877,5,925,1,0,0,0,False,False,False,2013,3,1,7647
375,2,948,1,1,0,948,False,False,False,2013,4,23,8919
230,1,988,1,0,0,0,False,False,False,2014,12,8,8807
545,3,1087,1,1,0,1087,False,False,False,2014,1,22,9229
1022,1,1093,1,1,0,1093,False,False,False,2013,3,4,10563
597,3,756,1,1,1,756,False,False,False,2014,8,20,6541
559,7,0,0,0,0,0,False,False,False,2014,6,8,0
1024,6,825,1,0,0,0,False,False,False,2015,7,18,6950
36,2,1205,1,1,0,1205,False,False,False,2015,3,17,11145
702,2,351,1,1,1,351,False,False,False,2013,5,28,3796
623,7,0,0,0,0,0,False,False,False,2013,2,10,0
105,4,483,1,0,0,0,False,False,False,2013,10,17,4445
902,2,648,1,1,0,648,False,False,False,2013,11,19,6865
11,6,786,1,0,0,0,False,False,False,2015,4,11,5961
1039,5,629,1,0,0,0,False,False,False,2013,6,28,5514
102,1,1174,1,1,0,1174,False,False,False,2015,2,16,10417
543,5,175,1,0,1,0,False,False,False,2013,10,18,1606
827,4,1910,1,0,1,0,False,False,False,2014,1,2,13656
110,3,647,1,1,0,647,False,False,False,2014,10,8,6542
945,1,698,1,1,1,698,False,False,False,2015,1,5,8173
582,3,749,1,0,0,0,False,False,False,2014,3,12,5362
554,4,428,1,0,0,0,False,False,False,2014,1,16,3939
486,2,384,1,0,1,0,False,False,False,2014,7,8,3757
637,6,520,1,0,0,0,False,False,False,2014,2,15,4888
806,5,578,1,0,0,0,False,False,False,2014,1,31,6143
887,6,462,1,0,0,0,False,False,False,2014,6,21,4423
374,6,668,1,0,0,0,False,False,False,2015,4,4,7185
1025,5,804,1,0,1,0,False,False,False,2013,1,4,5663
638,2,431,1,0,1,0,False,False,False,2013,8,6,4330
123,6,490,1,0,0,0,False,False,False,2015,5,9,4776
905,4,1108,1,1,0,1108,False,False,False,2015,2,19,9117
536,5,989,1,0,1,0,False,False,False,2013,4,5,8746
763,7,0,0,0,0,0,False,False,False,2015,2,1,0
191,6,694,1,0,0,0,False,False,False,2013,8,10,6281
957,4,948,1,1,0,948,False,False,False,2014,2,20,8032
268,4,618,1,1,0,618,False,False,False,2015,6,4,5877
654,6,266,1,0,0,0,False,False,False,2013,9,7,2652
612,6,388,1,0,0,0,False,False,False,2013,9,7,4153
747,3,567,1,0,1,0,False,False,False,2014,8,27,4916
656,6,380,1,0,0,0,False,False,False,2013,5,18,3503
368,5,592,1,0,1,0,False,False,False,2013,4,5,6057
959,3,552,1,0,0,0,False,False,False,2013,9,18,4341
329,2,708,1,1,0,708,False,False,False,2015,2,3,7237
97,3,535,1,0,1,0,False,False,False,2015,7,22,4845
314,2,661,1,1,1,661,False,False,False,2013,8,13,6637
463,7,0,0,0,0,0,False,False,False,2015,1,11,48
258,1,0,0,0,0,0,True,False,False,2013,5,20,0
283,3,621,1,0,0,0,False,False,False,2013,11,13,5221
556,1,754,1,0,0,0,False,False,False,2013,4,15,5011
388,5,1211,1,1,0,1211,False,False,False,2014,1,24,10568
67,3,837,1,1,1,837,False,False,False,2014,9,3,8288
725,5,677,1,1,0,677,False,False,False,2015,1,16,6931
219,4,416,1,1,0,416,False,False,False,2013,6,6,3587
1077,2,479,1,0,0,0,False,False,False,2015,2,10,4435
322,4,589,1,0,0,0,False,False,False,2013,5,23,5218
814,3,581,1,1,1,581,False,False,False,2013,2,20,5974
134,7,0,0,0,0,0,False,False,False,2013,6,30,65
54,4,657,1,0,0,0,False,False,False,2013,7,11,6000
662,5,854,1,1,0,854,False,False,False,2013,4,26,7802
126,7,0,0,0,0,0,False,False,False,2015,4,19,0
1001,6,471,1,0,0,0,False,False,False,2013,11,30,5080
657,4,598,1,0,0,0,False,False,False,2014,2,13,4945
590,4,319,1,0,0,0,False,False,False,2013,3,14,3347
193,3,0,0,0,1,0,False,False,True,2013,12,25,304
168,6,465,1,0,0,0,False,False,False,2013,9,21,4201
16,1,839,1,0,0,0,False,False,False,2013,7,22,6320
244,1,738,1,1,0,738,False,False,False,2013,2,4,7917
545,7,0,0,0,0,0,False,False,False,2015,2,8,48
1032,6,492,1,0,0,0,False,False,False,2013,1,19,4389
290,5,987,1,1,0,987,False,False,False,2013,5,31,10051
548,4,335,1,1,0,335,False,False,False,2013,1,24,4264
733,1,3508,1,1,1,3508,False,False,False,2014,8,4,17319
654,4,716,1,1,0,716,False,False,False,2013,6,6,6930
272,6,377,1,0,0,0,False,False,False,2013,5,4,3600
1017,3,1176,1,1,0,1176,False,False,False,2013,3,20,9450
708,2,462,1,1,0,462,False,False,False,2014,5,20,4913
819,4,454,1,1,0,454,False,False,False,2015,1,8,5268
99,3,372,1,0,0,0,False,False,False,2013,6,26,3646
982,2,710,1,0,0,0,False,False,False,2013,12,10,6595
683,5,0,0,1,1,0,False,True,False,2015,4,3,0
194,3,373,1,0,0,0,False,False,False,2013,10,16,3909
853,2,1201,1,1,0,1201,False,False,False,2015,6,30,10750
53,1,650,1,1,1,650,False,False,False,2014,4,28,8790
281,4,508,1,1,0,508,False,False,False,2013,2,7,5725
101,2,879,1,1,0,879,False,False,False,2014,9,2,8765
440,5,769,1,1,1,769,False,False,False,2015,6,5,7433
994,2,435,1,1,0,435,False,False,False,2014,3,18,4684
168,2,930,1,1,1,930,False,False,False,2013,7,30,9514
48,7,0,0,0,0,0,False,False,False,2013,10,27,112
652,6,501,1,0,0,0,False,False,False,2014,2,15,4653
934,6,474,1,0,0,0,False,False,False,2014,1,11,4478
223,6,589,1,0,0,0,False,False,False,2014,3,29,5561
378,5,0,0,0,1,0,False,False,True,2014,12,26,52
865,3,624,1,1,0,624,False,False,False,2013,7,17,6905
466,5,861,1,0,0,0,False,False,False,2014,1,31,6561
789,5,546,1,0,0,0,False,False,False,2014,2,14,4406
61,7,0,0,0,0,0,False,False,False,2015,6,7,0
765,4,1068,1,1,0,1068,False,False,False,2013,12,19,12249
673,1,500,1,0,0,0,False,False,False,2015,2,23,4474
258,3,444,1,0,0,0,False,False,False,2014,6,25,4142
740,3,499,1,1,0,499,False,False,False,2014,10,8,6191
1080,1,764,1,0,0,0,False,False,False,2013,9,16,6285
918,5,661,1,1,0,661,False,False,False,2014,6,20,5938
857,6,1004,1,0,0,0,False,False,False,2013,6,22,7479
837,1,482,1,1,0,482,False,False,False,2013,7,1,5474
516,7,0,0,0,0,0,False,False,False,2015,3,1,0
446,2,505,1,0,0,0,False,False,False,2014,5,27,4415
835,4,0,0,1,0,0,True,False,False,2013,5,30,0
140,7,0,0,0,0,0,False,False,False,2013,2,3,89
207,3,1584,1,1,0,1584,False,False,False,2013,8,14,12919
961,4,668,1,1,0,668,False,False,False,2015,1,29,6346
772,2,507,1,1,0,507,False,False,False,2014,3,18,5097
1089,2,1050,1,1,0,1050,False,False,False,2014,9,2,9733
521,3,421,1,1,0,421,False,False,False,2014,3,5,5045
823,5,600,1,0,0,0,False,False,False,2014,1,17,5225
436,6,426,1,0,0,0,False,False,False,2013,9,14,3510
483,7,0,0,0,0,0,False,False,False,2014,3,9,0
215,2,333,1,0,0,0,False,False,False,2014,3,25,3510
109,5,802,1,0,0,0,False,False,False,2015,5,29,7183
858,1,590,1,1,0,590,False,False,False,2013,12,16,7392
425,4,501,1,1,0,501,False,False,False,2015,3,5,4774
357,5,905,1,0,1,0,False,False,False,2015,7,24,6979
255,1,575,1,1,0,575,False,False,False,2015,2,2,7341
798,6,343,1,0,0,0,False,False,False,2015,2,7,3176
366,6,304,1,0,0,0,False,False,False,2013,3,23,3134
534,2,510,1,0,1,0,False,False,False,2015,4,7,4639
179,5,1176,1,1,0,1176,False,False,False,2014,6,20,9812
258,2,464,1,0,1,0,False,False,False,2013,9,3,4216
693,5,384,1,0,1,0,False,False,False,2014,8,29,3812
999,4,685,1,1,1,685,False,False,False,2013,10,24,6980
834,6,492,1,0,0,0,False,False,False,2014,4,19,4586
512,4,1410,1,0,1,0,False,False,False,2013,10,31,8353
818,2,662,1,1,0,662,False,False,False,2013,4,23,6283
534,6,606,1,0,0,0,False,False,False,2013,10,12,5489
1084,2,1099,1,1,0,1099,False,False,False,2013,12,17,10383
34,2,861,1,0,0,0,False,False,False,2015,3,10,7080
101,4,686,1,0,0,0,False,False,False,2014,3,27,6129
187,1,885,1,1,0,885,False,False,False,2015,3,2,9600
20,1,1041,1,1,0,1041,False,False,False,2013,9,23,9821
828,7,0,0,0,0,0,False,False,False,2014,10,26,0
434,1,823,1,1,1,823,False,False,False,2013,8,12,9402
738,1,864,1,1,0,864,False,False,False,2015,5,4,9835
351,5,569,1,1,0,569,False,False,False,2014,3,7,6415
1020,4,905,1,0,0,0,False,False,False,2014,1,30,6683
86,7,0,0,0,0,0,False,False,False,2013,8,11,0
266,3,573,1,1,0,573,False,False,False,2015,6,17,5942
608,5,1024,1,1,0,1024,False,False,False,2014,6,20,9610
708,5,493,1,1,1,493,False,False,False,2014,2,21,5288
734,3,605,1,1,0,605,False,False,False,2014,2,5,6541
776,7,0,0,0,0,0,False,False,False,2015,6,7,0
1060,2,853,1,1,0,853,False,False,False,2013,4,9,8545
182,2,507,1,1,0,507,False,False,False,2014,4,29,5997
542,3,431,1,0,0,0,False,False,False,2013,1,16,4259
602,1,610,1,0,0,0,False,False,False,2013,5,6,5228
101,4,777,1,1,0,777,False,False,False,2013,11,7,7811
784,7,0,0,0,0,0,False,False,False,2013,6,30,6
679,7,0,0,0,0,0,False,False,False,2013,11,17,148
535,4,793,1,0,1,0,False,False,False,2014,8,14,6945
844,4,516,1,1,0,516,False,False,False,2014,2,6,4766
595,7,0,0,0,0,0,False,False,False,2015,5,24,0
25,6,1831,1,0,0,0,False,False,False,2013,3,30,13785
416,3,1819,1,1,0,1819,False,False,False,2014,12,3,15321
539,4,966,1,0,0,0,False,False,False,2015,1,22,7908
77,3,642,1,1,0,642,False,False,False,2013,8,28,6709
641,2,493,1,0,0,0,False,False,False,2013,7,9,5107
445,6,1201,1,0,0,0,False,False,False,2015,1,10,9068
318,5,822,1,1,0,822,False,False,False,2013,5,3,7928
394,3,539,1,0,0,0,False,False,False,2013,11,13,4982
761,5,1014,1,1,1,1014,False,False,False,2014,2,7,8196
706,2,578,1,1,0,578,False,False,False,2015,7,28,6890
41,5,433,1,0,0,0,False,False,False,2014,2,28,4376
894,1,958,1,0,1,0,False,False,False,2014,7,7,7103
169,6,801,1,0,0,0,False,False,False,2014,5,3,6963
1012,1,0,0,0,0,0,True,False,False,2014,6,9,55
310,4,868,1,1,0,868,False,False,False,2013,8,29,9466
1003,3,847,1,1,0,847,False,False,False,2014,1,22,9500
970,3,429,1,1,0,429,False,False,False,2013,8,28,3714
239,5,627,1,1,0,627,False,False,False,2013,9,27,5740
998,1,647,1,1,0,647,False,False,False,2015,3,16,7410
278,5,692,1,0,0,0,False,False,False,2013,6,14,6467
49,2,539,1,0,1,0,False,False,False,2015,5,26,4319
603,3,0,0,1,1,0,False,False,False,2013,8,28,121
658,2,824,1,1,0,824,False,False,False,2013,4,30,8395
1072,3,786,1,1,0,786,False,False,False,2013,2,6,7380
1028,2,587,1,1,1,587,False,False,False,2013,10,22,5820
288,4,489,1,1,0,489,False,False,False,2015,6,18,5807
111,1,838,1,1,1,838,False,False,False,2015,3,30,8828
581,2,703,1,1,0,703,False,False,False,2015,7,14,7027
979,7,0,0,0,0,0,False,False,False,2013,5,12,0
644,7,0,0,0,0,0,False,False,False,2015,2,22,0
589,1,577,1,1,0,577,False,False,False,2013,6,3,6522
295,2,619,1,0,0,0,False,False,False,2014,2,25,4634
