store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
576,1,1383433200,749,1,0,0,0,8193
141,4,1403733600,493,1,0,0,0,5282
751,1,1398031200,0,0,0,2,1,12
877,5,1357167600,925,1,0,0,0,6723
375,2,1366668000,948,1,1,0,0,9118
230,1,1407794400,988,1,0,0,0,8011
545,3,1390345200,1087,1,1,0,0,9628
1022,1,1364940000,1093,1,1,0,0,10154
597,3,1408485600,756,1,1,0,1,6078
559,7,1407276000,0,0,0,0,0,-167
1024,6,1437170400,825,1,0,0,0,7229
36,2,1426546800,1205,1,1,0,0,10919
702,2,1369692000,351,1,1,0,1,4199
623,7,1380664800,0,0,0,0,0,-1
105,4,1381960800,483,1,0,0,0,4452
902,2,1384815600,648,1,1,0,0,6807
11,6,1446591600,786,1,0,0,0,7461
1039,5,1372370400,629,1,0,0,0,5649
102,1,1424041200,1174,1,1,0,0,10275
543,5,1382047200,175,1,0,0,1,1648
827,4,1391209200,1910,1,0,0,1,13018
110,3,1407621600,647,1,1,0,0,6641
945,1,1430431200,698,1,1,0,1,8512
582,3,1417561200,749,1,0,0,0,5396
554,4,1389826800,428,1,0,0,0,4098
486,2,1407362400,384,1,0,0,1,3743
637,6,1392418800,520,1,0,0,0,4932
806,5,1391122800,578,1,0,0,0,5956
887,6,1403301600,462,1,0,0,0,4548
374,6,1428098400,668,1,0,0,0,6960
1025,5,1364767200,804,1,0,0,1,5582
638,2,1370642400,431,1,0,0,1,4080
123,6,1441404000,490,1,0,0,0,5299
905,4,1424300400,1108,1,1,0,0,9442
536,5,1367618400,989,1,0,0,1,9070
763,7,1420153200,0,0,0,0,0,-54
191,6,1381183200,694,1,0,0,0,6487
957,4,1392850800,948,1,1,0,0,8168
268,4,1428271200,618,1,1,0,0,6065
654,6,1373320800,266,1,0,0,0,2741
612,6,1373320800,388,1,0,0,0,4560
747,3,1409090400,567,1,0,0,1,5074
656,6,1368828000,380,1,0,0,0,3658
368,5,1367618400,592,1,0,0,1,6086
959,3,1379455200,552,1,0,0,0,4421
329,2,1425250800,708,1,1,0,0,6836
97,3,1437516000,535,1,0,0,1,5131
314,2,1376344800,661,1,1,0,1,6377
463,7,1446332400,0,0,0,0,0,198
258,1,1369000800,0,0,0,1,0,-84
283,3,1384297200,621,1,0,0,0,5021
556,1,1365976800,754,1,0,0,0,4936
388,5,1390518000,1211,1,1,0,0,10845
67,3,1394319600,837,1,1,0,1,8617
725,5,1421362800,677,1,1,0,0,7279
219,4,1370469600,416,1,1,0,0,3245
1077,2,1443736800,479,1,0,0,0,4930
322,4,1369260000,589,1,0,0,0,5351
814,3,1361314800,581,1,1,0,1,5886
134,7,1372543200,0,0,0,0,0,-86
54,4,1383778800,657,1,0,0,0,6043
662,5,1366927200,854,1,1,0,0,8176
126,7,1429394400,0,0,0,0,0,-30
1001,6,1385766000,471,1,0,0,0,4992
657,4,1392246000,598,1,0,0,0,5130
590,4,1363215600,319,1,0,0,0,3296
193,3,1387926000,0,0,0,3,1,244
168,6,1379714400,465,1,0,0,0,4303
16,1,1374444000,839,1,0,0,0,6235
244,1,1364853600,738,1,1,0,0,7572
545,7,1438466400,0,0,0,0,0,20
1032,6,1358550000,492,1,0,0,0,4421
290,5,1369951200,987,1,1,0,0,8914
548,4,1358982000,335,1,1,0,0,4266
733,1,1396908000,3508,1,1,0,1,18692
654,4,1370469600,716,1,1,0,0,6916
272,6,1365112800,377,1,0,0,0,3360
1017,3,1363734000,1176,1,1,0,0,10226
708,2,1400536800,462,1,1,0,0,5499
819,4,1438380000,454,1,1,0,0,5401
99,3,1372197600,372,1,0,0,0,3886
982,2,1381528800,710,1,0,0,0,6530
683,5,1425423600,0,0,1,2,1,-238
194,3,1381874400,373,1,0,0,0,3885
853,2,1435615200,1201,1,1,0,0,11280
53,1,1398636000,650,1,1,0,1,9422
281,4,1372716000,508,1,1,0,0,5792
101,2,1391900400,879,1,1,0,0,9092
440,5,1430863200,769,1,1,0,1,7585
994,2,1395097200,435,1,1,0,0,4843
168,2,1375135200,930,1,1,0,1,9903
48,7,1382824800,0,0,0,0,0,-44
652,6,1392418800,501,1,0,0,0,4689
934,6,1414796400,474,1,0,0,0,4296
223,6,1396047600,589,1,0,0,0,4991
378,5,1419548400,0,0,0,3,1,68
865,3,1374012000,624,1,1,0,0,7342
466,5,1391122800,861,1,0,0,0,6145
789,5,1392332400,546,1,0,0,0,4569
61,7,1436133600,0,0,0,0,0,49
765,4,1387407600,1068,1,1,0,0,11053
673,1,1424646000,500,1,0,0,0,4778
258,3,1403647200,444,1,0,0,0,4480
740,3,1407621600,499,1,1,0,0,6552
1080,1,1379282400,764,1,0,0,0,5789
918,5,1403215200,661,1,1,0,0,6326
857,6,1371852000,1004,1,0,0,0,7702
837,1,1357513200,482,1,1,0,0,5454
516,7,1420239600,0,0,0,0,0,164
446,2,1401141600,505,1,0,0,0,4401
835,4,1369864800,0,0,1,1,0,187
140,7,1362178800,0,0,0,0,0,44
207,3,1376431200,1584,1,1,0,0,13333
961,4,1422486000,668,1,1,0,0,6516
772,2,1395097200,507,1,1,0,0,5529
1089,2,1391900400,1050,1,1,0,0,9885
521,3,1399068000,421,1,1,0,0,5291
823,5,1389913200,600,1,0,0,0,5713
436,6,1379109600,426,1,0,0,0,4014
483,7,1409695200,0,0,0,0,0,-68
215,2,1395702000,333,1,0,0,0,3559
109,5,1432850400,802,1,0,0,0,7455
858,1,1387148400,590,1,1,0,0,6762
425,4,1430604000,501,1,1,0,0,5086
357,5,1437688800,905,1,0,0,1,7628
255,1,1422831600,575,1,1,0,0,7361
798,6,1435788000,343,1,0,0,0,3263
366,6,1363993200,304,1,0,0,0,3339
534,2,1435960800,510,1,0,0,1,5077
179,5,1403215200,1176,1,1,0,0,10382
258,2,1362783600,464,1,0,0,1,4364
693,5,1409263200,384,1,0,0,1,3698
999,4,1382565600,685,1,1,0,1,6962
834,6,1397858400,492,1,0,0,0,4730
512,4,1383174000,1410,1,0,0,1,6634
818,2,1366668000,662,1,1,0,0,6125
534,6,1386630000,606,1,0,0,0,6283
1084,2,1387234800,1099,1,1,0,0,9346
34,2,1443823200,861,1,0,0,0,8137
101,4,1395874800,686,1,0,0,0,5857
187,1,1422918000,885,1,1,0,0,9219
20,1,1379887200,1041,1,1,0,0,10024
828,7,1414274400,0,0,0,0,0,-43
434,1,1386457200,823,1,1,0,1,9902
738,1,1428184800,864,1,1,0,0,9672
351,5,1404338400,569,1,1,0,0,6557
1020,4,1391036400,905,1,0,0,0,6872
86,7,1383865200,0,0,0,0,0,-519
266,3,1434492000,573,1,1,0,0,6162
608,5,1403215200,1024,1,1,0,0,9989
708,5,1392937200,493,1,1,0,1,5182
734,3,1398981600,605,1,1,0,0,7160
776,7,1436133600,0,0,0,0,0,-131
1060,2,1378245600,853,1,1,0,0,8315
182,2,1398722400,507,1,1,0,0,6230
542,3,1358290800,431,1,0,0,0,4303
602,1,1370383200,610,1,0,0,0,5365
101,4,1373493600,777,1,1,0,0,8094
784,7,1372543200,0,0,0,0,0,-112
679,7,1384642800,0,0,0,0,0,24
535,4,1407967200,793,1,0,0,1,7051
844,4,1401660000,516,1,1,0,0,4680
595,7,1432418400,0,0,0,0,0,78
25,6,1364598000,1831,1,0,0,0,13366
416,3,1394578800,1819,1,1,0,0,14939
539,4,1421881200,966,1,0,0,0,8393
77,3,1377640800,642,1,1,0,0,6726
641,2,1378504800,493,1,0,0,0,4735
445,6,1443650400,1201,1,0,0,0,10418
318,5,1362438000,822,1,1,0,0,8455
394,3,1384297200,539,1,0,0,0,4933
761,5,1404252000,1014,1,1,0,1,8544
706,2,1438034400,578,1,1,0,0,7301
41,5,1393542000,433,1,0,0,0,4570
894,1,1404684000,958,1,0,0,1,7021
169,6,1393974000,801,1,0,0,0,6957
1012,1,1409954400,0,0,0,1,0,53
310,4,1377727200,868,1,1,0,0,9274
1003,3,1390345200,847,1,1,0,0,9547
970,3,1377640800,429,1,1,0,0,3802
239,5,1380232800,627,1,1,0,0,5549
998,1,1426460400,647,1,1,0,0,7685
278,5,1371160800,692,1,0,0,0,6055
49,2,1432591200,539,1,0,0,1,4789
603,3,1377640800,0,0,1,0,1,292
658,2,1367272800,824,1,1,0,0,8320
1072,3,1370124000,786,1,1,0,0,7342
1028,2,1382392800,587,1,1,0,1,5910
288,4,1434578400,489,1,1,0,0,5959
111,1,1427666400,838,1,1,0,1,8883
581,2,1436824800,703,1,1,0,0,7646
979,7,1386198000,0,0,0,0,0,128
644,7,1424559600,0,0,0,0,0,-29
589,1,1362524400,577,1,1,0,0,6512
295,2,1393282800,619,1,0,0,0,4781
388,1,1361142000,1586,1,1,0,0,15020
9,6,1397080800,621,1,0,0,0,5510
445,4,1377727200,1381,1,1,0,1,11402
204,4,1368050400,445,1,0,0,1,3838
296,1,1402351200,1011,1,1,0,0,10489
497,7,1432418400,0,0,0,0,0,182
481,1,1361142000,523,1,1,0,0,5958
1100,6,1402524000,569,1,0,0,0,4220
588,6,1386975600,614,1,0,0,0,6225
290,2,1404165600,918,1,1,0,1,9196
1107,4,1432764000,635,1,0,0,1,5934
1019,6,1390604400,820,1,0,0,0,6970
945,5,1389913200,545,1,0,0,0,5255
770,7,1414274400,0,0,0,0,0,-53
1041,4,1376517600,0,0,1,1,1,-165
433,3,1375221600,898,1,1,0,1,9476
190,2,1384815600,738,1,1,0,0,7783
843,3,1438120800,962,1,1,0,1,10368
937,3,1364338800,689,1,1,0,1,6911
333,7,1378418400,0,0,0,0,0,-266
302,3,1389308400,337,1,1,0,0,4114
329,7,1427583600,0,0,0,0,0,-39
1034,6,1407708000,290,1,0,0,0,3077
734,6,1443650400,289,1,0,0,0,3407
892,4,1381356000,861,1,1,0,0,8020
96,4,1365026400,532,1,0,0,1,4924
578,2,1435010400,762,1,0,0,0,6648
593,3,1409781600,1035,1,0,0,0,7027
958,2,1401919200,595,1,1,0,0,5862
944,5,1399586400,1135,1,1,0,1,8049
524,5,1384470000,913,1,0,0,0,8366
311,1,1387753200,1049,1,0,0,1,11457
501,3,1424214000,615,1,1,0,1,6388
1039,3,1375221600,1233,1,1,0,1,11813
511,1,1405288800,863,1,1,0,0,9276
58,4,1438207200,594,1,1,0,0,6765
963,5,1437688800,717,1,0,0,1,6337
860,4,1390431600,638,1,1,0,0,6019
114,1,1438812000,515,1,0,0,0,5078
20,3,1360710000,753,1,0,0,1,6089
33,4,1371679200,743,1,1,0,0,7996
255,2,1361228400,621,1,1,0,0,7115
458,7,1411250400,0,0,0,0,0,-32
963,6,1377295200,354,1,0,0,0,3125
167,7,1436133600,0,0,0,0,0,-62
849,6,1429308000,861,1,0,0,0,7433
208,7,1403992800,0,0,0,0,0,-141
85,6,1378850400,687,1,0,0,0,5477
341,7,1394233200,0,0,0,0,0,38
841,5,1426201200,425,1,0,0,0,3725
234,3,1385506800,787,1,0,0,0,6737
333,7,1418166000,0,0,0,0,0,-148
78,7,1365890400,0,0,0,0,0,-246
764,7,1417388400,0,0,0,0,0,-182
5,7,1375999200,0,0,0,0,0,-42
547,6,1428098400,688,1,0,0,0,7554
705,6,1393974000,686,1,0,0,0,6344
244,5,1388098800,534,1,0,0,1,5152
513,3,1413064800,1681,1,0,0,0,11207
894,6,1395442800,753,1,0,0,0,6549
974,2,1367445600,1806,1,1,0,0,14143
814,7,1402783200,0,0,0,0,0,8
989,5,1426806000,637,1,1,0,0,6013
135,7,1379800800,0,0,0,0,0,-214
425,1,1428876000,590,1,1,0,0,6383
875,6,1381183200,352,1,0,0,0,3625
914,7,1407276000,0,0,0,0,0,-67
1017,4,1362870000,0,0,0,1,0,-126
880,1,1432504800,0,0,0,1,0,129
813,1,1395010800,845,1,1,0,0,8880
374,1,1399240800,1097,1,1,0,0,11675
883,3,1437516000,417,1,0,0,1,3803
348,4,1377122400,665,1,0,0,1,6049
529,5,1366927200,777,1,1,0,0,8099
758,6,1377900000,415,1,0,0,0,4282
698,6,1376690400,1706,1,0,0,0,12430
1115,2,1368223200,411,1,1,0,0,6195
216,2,1376949600,676,1,0,0,1,7089
753,7,1406412000,0,0,0,0,0,42
736,1,1397426400,641,1,1,0,1,7895
229,5,1435269600,653,1,0,0,0,6991
1078,6,1429912800,438,1,0,0,0,4397
715,4,1403128800,688,1,1,0,0,7648
748,2,1417993200,344,1,0,0,1,3591
202,7,1376258400,0,0,0,0,0,64
626,5,1433196000,922,1,1,0,0,9360
364,2,1412546400,660,1,0,0,0,5341
791,6,1423868400,831,1,0,0,0,7481
8,6,1373320800,307,1,0,0,0,3067
33,1,1413756000,932,1,1,0,0,10982
54,1,1385334000,560,1,0,0,0,5310
59,2,1394060400,691,1,1,0,0,7611
681,1,1419807600,431,1,0,0,1,4560
267,5,1386889200,1510,1,0,0,0,10602
39,1,1372629600,1046,1,1,0,0,10411
557,2,1375135200,721,1,1,0,1,6961
1058,4,1377727200,678,1,1,0,1,6434
99,1,1441144800,431,1,0,0,0,5264
641,4,1392246000,560,1,0,0,0,5511
537,5,1423782000,646,1,0,0,0,5775
198,5,1391554800,493,1,1,0,1,5054
994,6,1434751200,257,1,0,0,0,2605
1034,5,1392332400,796,1,0,0,0,5877
1068,4,1410300000,293,1,1,0,0,4340
264,3,1373234400,837,1,0,0,0,6157
427,2,1369692000,829,1,1,0,1,7761
663,1,1393714800,803,1,1,0,0,8699
452,2,1441490400,438,1,0,0,0,5267
78,4,1421276400,502,1,1,0,0,5041
487,5,1416524400,640,1,0,0,0,5533
960,3,1432072800,614,1,1,0,0,6633
209,4,1384383600,582,1,0,0,0,4818
506,5,1372370400,794,1,0,0,0,5530
789,4,1436047200,522,1,1,0,0,5615
257,2,1359932400,916,1,0,0,1,6444
367,1,1414364400,520,1,0,0,0,4376
264,2,1406584800,813,1,1,0,1,8086
464,3,1430258400,1234,1,1,0,0,11519
459,5,1402005600,1228,1,1,0,0,10139
841,3,1413064800,411,1,0,0,0,3307
675,4,1384988400,675,1,1,0,0,6884
150,2,1430776800,824,1,1,0,0,9297
808,5,1435269600,585,1,0,0,0,6483
4,2,1414969200,1092,1,0,0,0,6991
104,7,1438552800,0,0,0,0,0,-77
241,1,1375826400,620,1,0,0,0,4911
17,5,1363302000,823,1,0,0,0,6068
844,1,1418598000,582,1,1,0,0,5511
1112,5,1415055600,700,1,0,0,0,6008
639,2,1403560800,418,1,0,0,0,4422
968,1,1360623600,1339,1,1,0,0,12264
329,6,1378850400,429,1,0,0,0,3842
365,2,1390258800,571,1,1,0,0,6240
682,2,1404943200,2045,1,1,0,0,14410
1084,5,1438725600,810,1,1,0,0,9236
1107,4,1437602400,590,1,0,0,0,5397
601,3,1388530800,0,0,0,1,1,-84
450,5,1360278000,1138,1,1,0,1,9013
808,3,1408485600,589,1,1,0,1,7477
226,5,1369951200,1038,1,1,0,0,10234
224,6,1357426800,432,1,0,0,0,3801
364,2,1381528800,592,1,0,0,0,4909
483,1,1369605600,787,1,1,0,0,8136
536,6,1389394800,0,0,0,1,0,207
346,5,1399845600,857,1,1,0,0,9202
1010,3,1444082400,618,1,0,0,0,5236
927,5,1390518000,774,1,1,0,0,7277
476,3,1380837600,670,1,1,0,0,6683
309,1,1433368800,0,0,0,2,1,-247
190,5,1395356400,684,1,1,0,0,6996
1065,6,1429912800,320,1,0,0,0,3369
429,7,1400364000,0,0,0,0,0,140
893,7,1409695200,0,0,0,0,0,2
113,6,1375740000,789,1,0,0,0,6840
184,6,1403301600,486,1,0,0,0,4848
885,4,1410300000,862,1,1,0,1,7813
331,6,1389999600,597,1,0,0,0,5056
805,5,1433282400,557,1,1,0,0,6991
379,4,1403733600,432,1,0,0,0,4412
454,5,1414710000,0,0,0,1,1,21
780,6,1359154800,263,1,0,0,0,2545
712,5,1369346400,501,1,0,0,1,4629
876,7,1402092000,0,0,0,0,0,82
675,3,1387926000,0,0,0,3,1,154
1112,2,1426546800,777,1,1,0,0,8350
645,1,1431900000,1573,1,1,0,0,15595
271,5,1431640800,788,1,0,0,1,6120
664,3,1362351600,537,1,0,0,0,4713
680,1,1367964000,823,1,0,0,0,6829
